KT_USC,WOJEWÓDZTWO,POWIAT,GMINA,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,ERYK,MĘŻCZYZNA,4
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KAJETAN,MĘŻCZYZNA,4
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,MIESZKO,MĘŻCZYZNA,4
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,TADEUSZ,MĘŻCZYZNA,4
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,ALEKSY,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,BRUNO,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,CEZARY,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,FABIAN,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KONSTANTY,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,LEO,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,LEONARD,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,LIAM,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,PAWEŁ,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,REMIGIUSZ,MĘŻCZYZNA,3
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,ADRIAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,ALAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,BARTŁOMIEJ,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,BŁAŻEJ,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,FLORIAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,HENRYK,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,HUBERT,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,JOACHIM,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,JULIUSZ,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KAROL,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KAZIMIERZ,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KORDIAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KRYSTIAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,KUBA,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,MARCIN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,MILAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,OLIVIER,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,RADOSŁAW,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,ROBERT,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,STEFAN,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,TEODOR,MĘŻCZYZNA,2
1464011,MAZOWIECKIE,SIEDLCE,SIEDLCE,WŁADYSŁAW,MĘŻCZYZNA,2
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZOFIA,KOBIETA,475
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,HELENA,KOBIETA,451
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LAURA,KOBIETA,383
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZUZANNA,KOBIETA,365
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,HANNA,KOBIETA,350
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ALICJA,KOBIETA,321
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JULIA,KOBIETA,309
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLIWIA,KOBIETA,289
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MAJA,KOBIETA,287
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARIA,KOBIETA,287
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANTONINA,KOBIETA,280
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,POLA,KOBIETA,280
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KLARA,KOBIETA,268
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MICHALINA,KOBIETA,259
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARCELINA,KOBIETA,257
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AMELIA,KOBIETA,256
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,GABRIELA,KOBIETA,227
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EMILIA,KOBIETA,221
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILIANA,KOBIETA,210
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ROZALIA,KOBIETA,207
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,WIKTORIA,KOBIETA,188
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ŁUCJA,KOBIETA,181
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,RÓŻA,KOBIETA,173
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NELA,KOBIETA,153
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JAŚMINA,KOBIETA,152
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANIELA,KOBIETA,149
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AURELIA,KOBIETA,144
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IGA,KOBIETA,138
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KORNELIA,KOBIETA,138
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LENA,KOBIETA,138
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANNA,KOBIETA,137
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BARBARA,KOBIETA,129
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,WANDA,KOBIETA,129
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NATALIA,KOBIETA,120
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ALEKSANDRA,KOBIETA,115
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILIANNA,KOBIETA,112
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JAGODA,KOBIETA,108
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SARA,KOBIETA,107
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MIA,KOBIETA,99
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,STEFANIA,KOBIETA,92
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MATYLDA,KOBIETA,91
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KAJA,KOBIETA,88
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BLANKA,KOBIETA,87
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,APOLONIA,KOBIETA,83
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NINA,KOBIETA,81
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZOJA,KOBIETA,79
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOFIA,KOBIETA,77
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADRIANNA,KOBIETA,73
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,WERONIKA,KOBIETA,70
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARIANNA,KOBIETA,69
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FELICJA,KOBIETA,67
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANASTAZJA,KOBIETA,54
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MAGDALENA,KOBIETA,53
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EMMA,KOBIETA,52
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EWA,KOBIETA,52
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NIKOLA,KOBIETA,52
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DIANA,KOBIETA,51
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MELANIA,KOBIETA,50
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NEL,KOBIETA,50
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KALINA,KOBIETA,49
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KAROLINA,KOBIETA,49
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLIVIA,KOBIETA,49
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,GAJA,KOBIETA,48
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LIDIA,KOBIETA,48
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IDA,KOBIETA,45
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JADWIGA,KOBIETA,45
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JANINA,KOBIETA,45
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NADIA,KOBIETA,45
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LIWIA,KOBIETA,43
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AGATA,KOBIETA,42
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MILENA,KOBIETA,40
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,URSZULA,KOBIETA,40
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MAŁGORZATA,KOBIETA,38
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EVA,KOBIETA,37
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JOANNA,KOBIETA,37
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELIZA,KOBIETA,35
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IZABELA,KOBIETA,35
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JAGNA,KOBIETA,34
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADELINA,KOBIETA,33
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,RITA,KOBIETA,33
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DOMINIKA,KOBIETA,32
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MILANA,KOBIETA,32
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FLORENTYNA,KOBIETA,30
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOFIIA,KOBIETA,29
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELENA,KOBIETA,28
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARTYNA,KOBIETA,28
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADELA,KOBIETA,27
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ALISA,KOBIETA,26
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BIANKA,KOBIETA,25
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FRANCISZKA,KOBIETA,25
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LEA,KOBIETA,25
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADA,KOBIETA,24
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CELINA,KOBIETA,24
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELŻBIETA,KOBIETA,23
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZLATA,KOBIETA,23
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILIA,KOBIETA,22
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,PAULINA,KOBIETA,22
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AURORA,KOBIETA,21
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KATARZYNA,KOBIETA,21
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KINGA,KOBIETA,21
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LARA,KOBIETA,21
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MILA,KOBIETA,21
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ALINA,KOBIETA,20
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JÓZEFINA,KOBIETA,20
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUIZA,KOBIETA,20
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILA,KOBIETA,19
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MALWINA,KOBIETA,19
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NOEMI,KOBIETA,18
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,POLINA,KOBIETA,18
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KONSTANCJA,KOBIETA,17
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUCYNA,KOBIETA,17
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MALINA,KOBIETA,17
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MIRA,KOBIETA,17
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,TERESA,KOBIETA,17
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DARIA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IRENA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KAMILA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KIRA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KRYSTYNA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARTA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MELISA,KOBIETA,16
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUNA,KOBIETA,15
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MICHELLE,KOBIETA,15
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOLOMIIA,KOBIETA,15
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EMILIIA,KOBIETA,14
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VIKTORIIA,KOBIETA,14
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ARIANA,KOBIETA,13
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MONIKA,KOBIETA,13
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VERONIKA,KOBIETA,13
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,YEVA,KOBIETA,13
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,GLORIA,KOBIETA,12
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MAYA,KOBIETA,12
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NIKOL,KOBIETA,12
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ROMA,KOBIETA,12
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SONIA,KOBIETA,12
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JANA,KOBIETA,11
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KLAUDIA,KOBIETA,11
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NAOMI,KOBIETA,11
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NICOLE,KOBIETA,11
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,TOLA,KOBIETA,11
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EWELINA,KOBIETA,10
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARYAM,KOBIETA,10
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MIIA,KOBIETA,10
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,STELLA,KOBIETA,10
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VICTORIA,KOBIETA,10
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EVELINA,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IDALIA,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KARINA,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SABINA,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOPHIE,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VERA,KOBIETA,9
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADRIANA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AMINA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ARIA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JULIANNA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARIIA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NADZIEJA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,PATRYCJA,KOBIETA,8
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANITA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CARMEN,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DALIA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DANUTA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DOROTA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ESTERA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FLORA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,HALSZKA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JUSTYNA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LEONIA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLIVIIA,KOBIETA,7
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADELE,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BOGUMIŁA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELEONORA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,EMILY,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,INA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IZABELLA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARLENA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MELISSA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NICOLA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLGA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SANDRA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VANESSA,KOBIETA,6
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AGNIESZKA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANGELINA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ARIELLA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CECYLIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CHARLOTTE,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CLARA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,DOBRAWA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELIANA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,GAIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KAIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KLEMENTYNA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LEILA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LEYLA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILY,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARIKA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MIRIAM,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NOELIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OFELIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLEKSANDRA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOPHIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VIKTORIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,YULIIA,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZOE,KOBIETA,5
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ADEL,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AIDA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AMIRA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANASTASIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BEATA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BIANCA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELINA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELIZABETH,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ERIKA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,GRETA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,INKA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KHÁNH VY,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LAYLA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LIANA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LIVIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUCIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARIAM,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MELANIIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MIROSŁAWA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MISHEL,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,NIKA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OLIMPIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,OTYLIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,SOLOMIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,TAMARA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,TEONA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ULIANA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,VARVARA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,WALERIA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ZOYA,KOBIETA,4
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AISHA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AMANDA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,AMELIIA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ANISA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ARINA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,BALBINA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,CHLOE,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELISA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ELIZAVETA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,ESTER,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FAUSTYNA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,FLAWIA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,INAYA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,INES,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,IRMINA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JASMINE,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JUDYTA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,JULITA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KHRYSTYNA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,KORA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LAILA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LEOKADIA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LILI,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUDWIKA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,LUKRECJA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MARCELA,KOBIETA,3
1465011,MAZOWIECKIE,WARSZAWA,WARSZAWA,MELODY,KOBIETA,3
